Order_ID,Order_Date,Region,Category,Product,Customer_ID,Quantity,Discount,Revenue,COGS,Profit
ORD000073,2025-04-21,North,Furniture,Conference Table,CUST0080,4,0.2,1760.0,980.41,779.59
ORD000074,2025-12-03,East,Furniture,Conference Table,CUST0097,2,0.1,990.0,757.07,232.93
ORD000075,2025-02-05,West,Furniture,Office Chair,CUST0150,6,0.0,1080.0,583.66,496.34
ORD000076,2025-12-30,East,Furniture,Desk,CUST0106,6,0.1,1728.0,1267.62,460.38
ORD000077,2025-07-09,West,Technology,Laptop,CUST0006,5,0.1,4050.0,2139.26,1910.74
ORD000078,2024-06-10,East,Office Supplies,Paper,CUST0092,2,0.15,13.6,10.42,3.18
ORD000079,2024-07-20,East,Accessories,Headset,CUST0132,7,0.0,455.0,342.46,112.54
ORD000080,2024-09-26,South,Office Supplies,Stapler,CUST0014,3,0.0,27.0,15.19,11.81
ORD000081,2024-09-27,East,Technology,Monitor,CUST0122,4,0.0,1120.0,836.26,283.74
ORD000082,2025-03-31,South,Furniture,Desk,CUST0032,8,0.15,2176.0,1376.86,799.14
ORD000083,2025-04-06,North,Furniture,Desk,CUST0105,3,0.0,960.0,747.88,212.12
ORD000084,2025-12-27,North,Furniture,Conference Table,CUST0097,3,0.0,1650.0,1037.49,612.51
ORD000085,2024-09-08,West,Accessories,Mouse,CUST0037,7,0.05,199.5,147.63,51.87
ORD000086,2025-12-02,West,Furniture,Conference Table,CUST0096,4,0.0,2200.0,1639.94,560.06
ORD000087,2024-10-22,East,Office Supplies,Stapler,CUST0164,8,0.1,64.8,43.77,21.03
ORD000088,2025-12-25,West,Furniture,Desk,CUST0018,2,0.15,544.0,312.68,231.32
ORD000089,2025-12-20,North,Office Supplies,Paper,CUST0087,2,0.1,14.4,10.89,3.51
ORD000090,2024-12-03,West,Office Supplies,Stapler,CUST0041,7,0.05,59.85,32.2,27.65
ORD000091,2024-02-22,South,Technology,Printer,CUST0130,6,0.1,1188.0,728.72,459.28
ORD000092,2024-08-04,South,Technology,Laptop,CUST0005,1,0.05,855.0,635.33,219.67
ORD000093,2024-07-06,East,Furniture,Conference Table,CUST0139,4,0.2,1760.0,1122.85,637.15
ORD000094,2025-01-14,North,Accessories,Headset,CUST0105,2,0.05,123.5,85.71,37.79
ORD000095,2025-05-07,East,Furniture,Conference Table,CUST0028,4,0.1,1980.0,1115.59,864.41
ORD000096,2024-02-10,South,Technology,Laptop,CUST0044,4,0.05,3420.0,2529.04,890.96
ORD000097,2024-06-05,West,Furniture,Bookshelf,CUST0078,4,0.1,756.0,399.84,356.16
ORD000098,2024-01-15,North,Technology,Keyboard,CUST0059,2,0.0,110.0,60.69,49.31
ORD000099,2024-03-05,East,Furniture,Office Chair,CUST0043,4,0.0,720.0,559.1,160.9
ORD000100,2025-06-04,East,Technology,Laptop,CUST0171,1,0.1,810.0,474.74,335.26
ORD000101,2024-12-09,East,Furniture,Conference Table,CUST0080,7,0.0,3850.0,2310.24,1539.76
ORD000102,2024-05-08,East,Accessories,USB Hub,CUST0157,2,0.0,56.0,39.76,16.24
ORD000103,2025-10-09,West,Furniture,Office Chair,CUST0171,7,0.1,1134.0,836.79,297.21
ORD000104,2025-04-16,North,Office Supplies,Stapler,CUST0076,2,0.15,15.3,10.23,5.07
ORD000105,2024-03-03,East,Technology,Laptop,CUST0142,1,0.1,810.0,619.35,190.65
ORD000106,2024-05-18,East,Furniture,Office Chair,CUST0063,6,0.1,972.0,758.01,213.99
ORD000107,2025-05-13,West,Accessories,Mouse,CUST0068,5,0.1,135.0,90.1,44.9
ORD000108,2025-08-15,South,Office Supplies,Stapler,CUST0141,6,0.05,51.3,38.7,12.6
ORD000109,2025-01-26,West,Office Supplies,Paper,CUST0089,1,0.0,8.0,5.29,2.71
ORD000110,2025-11-05,South,Furniture,Office Chair,CUST0093,7,0.1,1134.0,701.84,432.16
ORD000111,2025-02-22,East,Furniture,Office Chair,CUST0099,3,0.0,540.0,291.08,248.92
ORD000112,2024-10-15,East,Technology,Monitor,CUST0072,6,0.1,1512.0,999.45,512.55
ORD000113,2025-01-13,West,Furniture,Desk,CUST0048,5,0.05,1520.0,940.65,579.35
ORD000114,2025-05-04,South,Office Supplies,Pen Set,CUST0108,3,0.1,40.5,29.62,10.88
ORD000115,2024-08-18,West,Accessories,Mouse,CUST0124,3,0.0,90.0,61.95,28.05
ORD000116,2024-02-10,West,Accessories,USB Hub,CUST0019,7,0.0,196.0,126.34,69.66
ORD000117,2024-01-28,East,Technology,Laptop,CUST0156,5,0.05,4275.0,2564.55,1710.45
ORD000118,2024-05-14,North,Office Supplies,Pen Set,CUST0132,6,0.1,81.0,47.86,33.14
ORD000119,2024-07-19,North,Accessories,Headset,CUST0159,7,0.15,386.75,281.53,105.22
ORD000120,2024-02-02,West,Office Supplies,Pen Set,CUST0118,5,0.05,71.25,54.89,16.36
ORD000121,2024-02-17,South,Accessories,Mouse,CUST0119,5,0.1,135.0,103.59,31.41
ORD000122,2025-05-17,West,Office Supplies,Notebook,CUST0122,1,0.1,10.8,7.43,3.37
ORD000123,2025-02-10,West,Furniture,Desk,CUST0068,8,0.1,2304.0,1351.22,952.78
ORD000124,2025-07-27,West,Technology,Keyboard,CUST0164,7,0.1,346.5,188.79,157.71
ORD000125,2025-12-28,East,Technology,Keyboard,CUST0161,7,0.0,385.0,287.21,97.79
ORD000126,2024-04-08,North,Technology,Laptop,CUST0160,5,0.1,4050.0,2745.27,1304.73
ORD000127,2025-11-14,South,Office Supplies,Notebook,CUST0064,5,0.0,60.0,33.41,26.59
ORD000128,2025-12-26,East,Technology,Laptop,CUST0024,2,0.05,1710.0,1208.24,501.76
ORD000129,2025-06-30,East,Technology,Keyboard,CUST0036,6,0.1,297.0,175.61,121.39
ORD000130,2025-09-04,East,Technology,Laptop,CUST0169,1,0.05,855.0,494.99,360.01
ORD000131,2025-04-06,East,Office Supplies,Notebook,CUST0160,2,0.1,21.6,11.62,9.98
ORD000132,2025-10-04,East,Office Supplies,Stapler,CUST0003,3,0.1,24.3,14.69,9.61
ORD000133,2024-01-05,West,Technology,Monitor,CUST0030,2,0.05,532.0,414.33,117.67
ORD000134,2024-08-05,East,Furniture,Desk,CUST0047,4,0.2,1024.0,701.53,322.47
ORD000135,2025-05-17,South,Technology,Printer,CUST0145,6,0.05,1254.0,898.62,355.38
ORD000136,2025-02-01,West,Furniture,Conference Table,CUST0115,8,0.05,4180.0,2303.83,1876.17
ORD000137,2025-01-27,West,Technology,Laptop,CUST0149,8,0.1,6480.0,4788.26,1691.74
ORD000138,2024-07-25,North,Technology,Monitor,CUST0038,7,0.15,1666.0,1129.89,536.11
ORD000139,2024-01-15,North,Technology,Laptop,CUST0105,1,0.0,900.0,547.95,352.05
ORD000140,2025-07-07,North,Technology,Keyboard,CUST0151,1,0.05,52.25,32.56,19.69
ORD000141,2025-04-05,East,Accessories,Headset,CUST0060,3,0.1,175.5,117.48,58.02
ORD000142,2025-11-21,South,Accessories,Headset,CUST0035,1,0.0,65.0,47.61,17.39
ORD000143,2025-07-28,West,Office Supplies,Stapler,CUST0014,6,0.0,54.0,31.06,22.94
ORD000144,2024-08-28,North,Technology,Laptop,CUST0020,3,0.1,2430.0,1482.27,947.73
ORD000145,2025-07-17,West,Office Supplies,Stapler,CUST0095,1,0.05,8.55,5.14,3.41
ORD000146,2024-04-05,West,Furniture,Desk,CUST0169,6,0.0,1920.0,1249.28,670.72
ORD000147,2025-04-29,South,Accessories,Mouse,CUST0079,8,0.05,228.0,148.56,79.44
ORD000148,2025-02-10,West,Accessories,USB Hub,CUST0078,8,0.05,212.8,127.91,84.89
ORD000149,2024-08-18,North,Accessories,Mouse,CUST0130,6,0.0,180.0,94.43,85.57
ORD000150,2025-10-16,South,Office Supplies,Paper,CUST0130,5,0.1,36.0,23.02,12.98
ORD000151,2024-06-19,North,Furniture,Desk,CUST0137,8,0.05,2432.0,1536.75,895.25
ORD000152,2025-06-24,West,Technology,Laptop,CUST0097,6,0.0,5400.0,3779.79,1620.21
ORD000153,2024-02-05,North,Furniture,Bookshelf,CUST0052,5,0.1,945.0,566.65,378.35
ORD000154,2025-06-08,South,Office Supplies,Stapler,CUST0007,7,0.1,56.7,35.45,21.25
ORD000155,2024-06-08,West,Furniture,Desk,CUST0130,5,0.05,1520.0,1171.3,348.7
ORD000156,2025-11-29,North,Technology,Laptop,CUST0120,7,0.1,5670.0,3952.29,1717.71
ORD000157,2024-08-30,South,Office Supplies,Notebook,CUST0082,2,0.0,24.0,18.57,5.43
ORD000158,2024-03-26,South,Technology,Printer,CUST0149,3,0.05,627.0,431.37,195.63
ORD000159,2025-07-31,North,Accessories,Webcam,CUST0082,6,0.0,510.0,308.25,201.75
ORD000160,2025-11-12,East,Furniture,Office Chair,CUST0141,5,0.05,855.0,619.11,235.89
ORD000161,2025-07-10,West,Technology,Printer,CUST0048,1,0.15,187.0,136.57,50.43
ORD000162,2025-07-27,West,Technology,Monitor,CUST0034,8,0.15,1904.0,1218.53,685.47
ORD000163,2025-10-07,East,Furniture,Desk,CUST0173,7,0.15,1904.0,1213.15,690.85
ORD000164,2024-01-28,West,Technology,Printer,CUST0087,7,0.1,1386.0,735.74,650.26
ORD000165,2025-09-11,West,Office Supplies,Notebook,CUST0021,3,0.0,36.0,27.67,8.33
ORD000166,2025-07-09,South,Furniture,Bookshelf,CUST0028,3,0.2,504.0,385.56,118.44
ORD000167,2024-12-05,North,Furniture,Desk,CUST0138,6,0.15,1632.0,877.8,754.2
ORD000168,2024-11-26,East,Technology,Printer,CUST0153,1,0.05,209.0,150.48,58.52
ORD000169,2025-10-01,North,Accessories,Webcam,CUST0105,1,0.05,80.75,47.46,33.29
ORD000170,2025-05-20,South,Office Supplies,Stapler,CUST0140,7,0.2,50.4,36.67,13.73
ORD000171,2024-12-13,East,Furniture,Desk,CUST0032,5,0.15,1360.0,891.34,468.66
ORD000172,2025-04-17,North,Office Supplies,Paper,CUST0153,1,0.15,6.8,3.93,2.87
ORD000173,2024-08-18,South,Furniture,Desk,CUST0172,1,0.0,320.0,189.18,130.82
ORD000174,2024-07-08,North,Technology,Monitor,CUST0119,5,0.05,1330.0,973.75,356.25
ORD000175,2024-08-12,West,Accessories,USB Hub,CUST0126,2,0.1,50.4,29.1,21.3
ORD000176,2025-01-19,East,Accessories,USB Hub,CUST0086,7,0.1,176.4,99.87,76.53
ORD000177,2025-01-11,West,Office Supplies,Notebook,CUST0180,5,0.1,54.0,29.6,24.4
ORD000178,2024-10-09,South,Accessories,Webcam,CUST0171,7,0.15,505.75,359.35,146.4
ORD000179,2025-09-24,South,Office Supplies,Notebook,CUST0030,7,0.0,84.0,46.99,37.01
ORD000180,2025-09-19,West,Accessories,Webcam,CUST0144,5,0.0,425.0,272.0,153.0
ORD000181,2024-09-15,East,Accessories,USB Hub,CUST0064,1,0.05,26.6,15.17,11.43
ORD000182,2024-12-24,South,Accessories,Webcam,CUST0155,5,0.1,382.5,260.16,122.34
ORD000183,2025-12-10,West,Office Supplies,Pen Set,CUST0058,4,0.1,54.0,39.99,14.01
ORD000184,2025-03-31,North,Technology,Laptop,CUST0075,1,0.2,720.0,443.28,276.72
ORD000185,2025-02-14,South,Office Supplies,Paper,CUST0111,8,0.1,57.6,31.82,25.78
ORD000186,2025-10-10,West,Furniture,Conference Table,CUST0054,6,0.1,2970.0,1846.74,1123.26
ORD000187,2024-11-13,North,Office Supplies,Notebook,CUST0020,6,0.05,68.4,49.69,18.71
ORD000188,2025-11-07,South,Furniture,Bookshelf,CUST0055,6,0.1,1134.0,620.38,513.62
ORD000189,2024-08-12,East,Office Supplies,Pen Set,CUST0060,2,0.1,27.0,18.27,8.73
ORD000190,2024-08-21,North,Furniture,Bookshelf,CUST0058,6,0.1,1134.0,809.61,324.39
ORD000191,2025-11-14,West,Office Supplies,Paper,CUST0113,3,0.05,22.8,12.73,10.07
ORD000192,2025-10-25,South,Furniture,Desk,CUST0057,1,0.1,288.0,204.85,83.15
ORD000193,2025-01-08,North,Accessories,Mouse,CUST0143,6,0.1,162.0,117.33,44.67
ORD000194,2025-11-02,West,Furniture,Desk,CUST0061,7,0.1,2016.0,1356.41,659.59
ORD000195,2025-08-30,North,Accessories,Webcam,CUST0081,1,0.1,76.5,51.45,25.05
ORD000196,2025-04-16,West,Accessories,Webcam,CUST0069,2,0.15,144.5,83.61,60.89
ORD000197,2024-08-20,South,Accessories,Mouse,CUST0070,5,0.05,142.5,91.99,50.51
ORD000198,2025-11-22,East,Office Supplies,Stapler,CUST0100,2,0.15,15.3,11.06,4.24
ORD000199,2024-04-22,North,Office Supplies,Stapler,CUST0152,4,0.0,36.0,25.75,10.25
ORD000200,2025-05-11,North,Furniture,Office Chair,CUST0135,4,0.0,720.0,381.19,338.81
ORD000201,2025-03-17,West,Technology,Printer,CUST0106,2,0.05,418.0,299.89,118.11
ORD000202,2025-07-17,North,Accessories,Headset,CUST0082,5,0.15,276.25,146.99,129.26
ORD000203,2024-09-24,South,Accessories,Mouse,CUST0127,2,0.05,57.0,34.79,22.21
ORD000204,2025-05-24,East,Technology,Printer,CUST0149,4,0.0,880.0,659.43,220.57
ORD000205,2025-01-20,West,Technology,Printer,CUST0082,6,0.1,1188.0,920.86,267.14
ORD000206,2025-01-21,North,Technology,Keyboard,CUST0085,8,0.05,418.0,250.91,167.09
ORD000207,2024-04-22,North,Office Supplies,Notebook,CUST0071,1,0.0,12.0,6.94,5.06
ORD000208,2025-09-04,East,Office Supplies,Notebook,CUST0043,5,0.0,60.0,37.5,22.5
ORD000209,2025-09-16,East,Technology,Monitor,CUST0065,2,0.0,560.0,357.93,202.07
ORD000210,2024-03-21,West,Furniture,Office Chair,CUST0144,8,0.0,1440.0,785.33,654.67
ORD000211,2025-11-29,West,Furniture,Office Chair,CUST0059,4,0.0,720.0,470.34,249.66
ORD000212,2024-04-22,West,Furniture,Conference Table,CUST0020,1,0.0,550.0,322.98,227.02
ORD000213,2024-01-02,West,Office Supplies,Pen Set,CUST0079,6,0.0,90.0,49.75,40.25
ORD000214,2025-10-03,North,Accessories,USB Hub,CUST0026,5,0.05,133.0,103.22,29.78
ORD000215,2024-08-07,North,Office Supplies,Stapler,CUST0042,6,0.05,51.3,30.44,20.86
ORD000216,2025-07-19,South,Furniture,Desk,CUST0147,7,0.15,1904.0,1178.4,725.6
ORD000217,2024-08-12,North,Furniture,Bookshelf,CUST0041,2,0.0,420.0,257.35,162.65
ORD000218,2025-01-19,South,Office Supplies,Notebook,CUST0104,1,0.05,11.4,8.64,2.76
ORD000219,2025-02-06,East,Furniture,Conference Table,CUST0109,4,0.0,2200.0,1494.91,705.09
ORD000220,2025-09-29,North,Accessories,Headset,CUST0008,6,0.0,390.0,223.28,166.72
ORD000221,2024-05-09,West,Accessories,USB Hub,CUST0019,5,0.05,133.0,90.44,42.56
ORD000222,2024-02-22,West,Accessories,USB Hub,CUST0119,7,0.2,156.8,98.57,58.23
ORD000223,2025-11-14,East,Technology,Monitor,CUST0059,4,0.2,896.0,694.17,201.83
ORD000224,2025-12-30,East,Technology,Keyboard,CUST0162,3,0.1,148.5,104.99,43.51
ORD000225,2025-11-02,West,Technology,Monitor,CUST0178,5,0.05,1330.0,794.13,535.87
ORD000226,2025-12-10,South,Technology,Printer,CUST0131,3,0.15,561.0,386.77,174.23
ORD000227,2025-02-19,North,Accessories,Headset,CUST0161,5,0.0,325.0,176.37,148.63
ORD000228,2024-09-03,West,Technology,Printer,CUST0023,3,0.05,627.0,448.11,178.89
ORD000229,2025-03-14,West,Office Supplies,Stapler,CUST0163,4,0.05,34.2,26.49,7.71
ORD000230,2024-07-21,East,Technology,Laptop,CUST0047,2,0.05,1710.0,890.9,819.1
ORD000231,2024-07-02,East,Technology,Laptop,CUST0067,1,0.15,765.0,453.35,311.65
ORD000232,2024-05-02,North,Office Supplies,Notebook,CUST0117,7,0.0,84.0,44.4,39.6
ORD000233,2025-02-04,West,Furniture,Conference Table,CUST0077,4,0.0,2200.0,1605.83,594.17
ORD000234,2024-10-20,West,Accessories,Webcam,CUST0098,3,0.0,255.0,143.81,111.19
ORD000235,2024-10-06,North,Furniture,Desk,CUST0030,5,0.1,1440.0,891.22,548.78
ORD000236,2025-09-01,South,Accessories,Webcam,CUST0102,1,0.05,80.75,42.56,38.19
ORD000237,2024-07-16,East,Furniture,Conference Table,CUST0028,6,0.15,2805.0,2008.46,796.54
ORD000238,2025-05-25,East,Technology,Keyboard,CUST0019,1,0.05,52.25,38.44,13.81
ORD000239,2024-05-23,North,Accessories,Headset,CUST0030,5,0.1,292.5,159.44,133.06
ORD000240,2025-08-31,South,Technology,Laptop,CUST0078,1,0.15,765.0,412.57,352.43
ORD000241,2024-07-19,North,Office Supplies,Pen Set,CUST0110,4,0.15,51.0,35.38,15.62
ORD000242,2024-05-03,North,Furniture,Conference Table,CUST0176,7,0.1,3465.0,2556.89,908.11
ORD000243,2024-07-05,North,Technology,Keyboard,CUST0069,6,0.15,280.5,183.89,96.61
ORD000244,2024-11-21,East,Technology,Laptop,CUST0137,1,0.1,810.0,531.82,278.18
ORD000245,2025-04-08,North,Office Supplies,Notebook,CUST0175,8,0.1,86.4,56.55,29.85
ORD000246,2024-12-14,South,Technology,Monitor,CUST0052,7,0.0,1960.0,1192.88,767.12
ORD000247,2025-10-21,West,Furniture,Conference Table,CUST0132,6,0.1,2970.0,2086.97,883.03
ORD000248,2025-02-06,North,Office Supplies,Pen Set,CUST0162,6,0.1,81.0,62.56,18.44
ORD000249,2024-12-11,South,Furniture,Office Chair,CUST0145,7,0.05,1197.0,899.89,297.11
ORD000250,2025-05-25,North,Technology,Monitor,CUST0093,8,0.0,2240.0,1438.32,801.68
ORD000251,2024-05-26,North,Furniture,Bookshelf,CUST0177,3,0.05,598.5,385.02,213.48
ORD000252,2024-05-27,West,Furniture,Desk,CUST0124,1,0.0,320.0,169.46,150.54
ORD000253,2025-12-11,West,Furniture,Bookshelf,CUST0054,1,0.0,210.0,130.87,79.13
ORD000254,2025-05-03,West,Accessories,Mouse,CUST0051,1,0.1,27.0,14.84,12.16
ORD000255,2025-10-01,West,Accessories,Webcam,CUST0139,5,0.1,382.5,203.36,179.14
ORD000256,2025-07-04,North,Technology,Monitor,CUST0109,8,0.05,2128.0,1333.97,794.03
ORD000257,2024-12-03,South,Office Supplies,Pen Set,CUST0008,2,0.2,24.0,17.6,6.4
ORD000258,2025-10-02,North,Accessories,Headset,CUST0084,5,0.15,276.25,146.56,129.69
ORD000259,2025-04-17,East,Office Supplies,Stapler,CUST0147,1,0.05,8.55,5.27,3.28
ORD000260,2024-05-30,West,Office Supplies,Pen Set,CUST0041,1,0.05,14.25,8.6,5.65
ORD000261,2025-02-18,East,Accessories,Webcam,CUST0010,2,0.05,161.5,108.91,52.59
ORD000262,2024-10-24,West,Furniture,Bookshelf,CUST0155,1,0.0,210.0,118.58,91.42
ORD000263,2025-09-02,North,Office Supplies,Notebook,CUST0169,8,0.2,76.8,56.31,20.49
ORD000264,2024-09-19,South,Furniture,Bookshelf,CUST0062,7,0.1,1323.0,703.01,619.99
ORD000265,2024-05-23,South,Office Supplies,Paper,CUST0107,8,0.1,57.6,42.62,14.98
ORD000266,2024-12-11,North,Furniture,Bookshelf,CUST0108,1,0.05,199.5,144.66,54.84
ORD000267,2025-09-15,South,Office Supplies,Paper,CUST0104,4,0.15,27.2,17.19,10.01
ORD000268,2025-07-25,South,Accessories,USB Hub,CUST0152,1,0.0,28.0,17.42,10.58
ORD000269,2024-01-02,North,Furniture,Conference Table,CUST0047,7,0.0,3850.0,2892.99,957.01
ORD000270,2024-10-30,East,Technology,Laptop,CUST0126,2,0.1,1620.0,985.86,634.14
ORD000271,2024-09-10,East,Office Supplies,Notebook,CUST0065,5,0.1,54.0,39.9,14.1
ORD000272,2025-10-13,North,Technology,Laptop,CUST0067,5,0.0,4500.0,3483.62,1016.38
ORD000273,2025-03-28,North,Accessories,USB Hub,CUST0051,6,0.0,168.0,104.31,63.69
ORD000274,2024-02-06,North,Technology,Keyboard,CUST0125,5,0.05,261.25,196.99,64.26
ORD000275,2024-06-08,South,Furniture,Conference Table,CUST0113,7,0.05,3657.5,2847.96,809.54
ORD000276,2024-01-09,West,Technology,Keyboard,CUST0022,4,0.0,220.0,169.93,50.07
ORD000277,2024-08-20,South,Office Supplies,Notebook,CUST0123,5,0.1,54.0,38.78,15.22
ORD000278,2024-04-08,South,Accessories,Webcam,CUST0085,8,0.1,612.0,346.43,265.57
