Order_ID,Order_Date,Region,Category,Product,Customer_ID,Quantity,Discount,Revenue,COGS,Profit,Profit_Margin,Year,Month,Month_Name,Year_Month
ORD000018,2024-05-10,North,Furniture,Desk,CUST0115,3,0.0,960.0,521.75,438.25,0.45651041666666664,2024,5,May,2024-05
ORD000019,2025-10-23,West,Technology,Laptop,CUST0039,3,0.05,2565.0,1813.33,751.67,0.2930487329434698,2025,10,Oct,2025-10
ORD000020,2024-11-04,South,Office Supplies,Stapler,CUST0056,7,0.2,50.4,27.98,22.42,0.44484126984126987,2024,11,Nov,2024-11
ORD000021,2024-12-09,East,Technology,Printer,CUST0109,3,0.1,594.0,316.82,277.18,0.4666329966329966,2024,12,Dec,2024-12
ORD000022,2025-05-06,West,Technology,Laptop,CUST0129,5,0.05,4275.0,2613.74,1661.26,0.3885988304093567,2025,5,May,2025-05
ORD000023,2025-02-17,East,Furniture,Bookshelf,CUST0108,1,0.0,210.0,153.92,56.08,0.26704761904761903,2025,2,Feb,2025-02
ORD000024,2025-01-20,North,Office Supplies,Stapler,CUST0049,4,0.05,34.2,18.6,15.6,0.45614035087719296,2025,1,Jan,2025-01
ORD000025,2024-07-10,East,Technology,Monitor,CUST0083,1,0.0,280.0,185.05,94.95,0.3391071428571429,2024,7,Jul,2024-07
ORD000026,2024-10-03,West,Office Supplies,Notebook,CUST0025,5,0.1,54.0,40.0,14.0,0.25925925925925924,2024,10,Oct,2024-10
ORD000027,2024-06-09,North,Accessories,USB Hub,CUST0032,2,0.0,56.0,38.87,17.13,0.30589285714285713,2024,6,Jun,2024-06
ORD000028,2025-04-04,West,Office Supplies,Paper,CUST0014,2,0.1,14.4,10.92,3.48,0.24166666666666667,2025,4,Apr,2025-04
ORD000029,2024-11-09,South,Technology,Keyboard,CUST0082,8,0.0,440.0,277.05,162.95,0.37034090909090905,2024,11,Nov,2024-11
ORD000030,2024-01-22,West,Office Supplies,Pen Set,CUST0014,2,0.1,27.0,18.56,8.44,0.3125925925925926,2024,1,Jan,2024-01
ORD000031,2024-09-09,East,Office Supplies,Paper,CUST0168,5,0.0,40.0,28.04,11.96,0.29900000000000004,2024,9,Sep,2024-09
ORD000032,2025-07-14,North,Furniture,Bookshelf,CUST0153,7,0.15,1249.5,824.65,424.85,0.340016006402561,2025,7,Jul,2025-07
ORD000033,2025-04-19,West,Office Supplies,Notebook,CUST0170,2,0.15,20.4,12.82,7.58,0.3715686274509804,2025,4,Apr,2025-04
ORD000034,2024-02-28,West,Accessories,Webcam,CUST0123,5,0.05,403.75,307.85,95.9,0.2375232198142415,2024,2,Feb,2024-02
ORD000035,2025-05-25,North,Accessories,USB Hub,CUST0016,1,0.05,26.6,17.15,9.45,0.3552631578947368,2025,5,May,2025-05
ORD000036,2025-11-12,South,Accessories,Webcam,CUST0133,6,0.05,484.5,305.02,179.48,0.37044375644994837,2025,11,Nov,2025-11
ORD000037,2025-04-20,North,Office Supplies,Notebook,CUST0146,6,0.05,68.4,50.73,17.67,0.25833333333333336,2025,4,Apr,2025-04
ORD000038,2025-11-30,South,Technology,Laptop,CUST0049,5,0.2,3600.0,2272.4,1327.6,0.36877777777777776,2025,11,Nov,2025-11
ORD000039,2024-07-08,North,Furniture,Conference Table,CUST0124,2,0.1,990.0,581.46,408.54,0.4126666666666667,2024,7,Jul,2024-07
ORD000040,2025-11-17,West,Furniture,Conference Table,CUST0153,8,0.05,4180.0,2840.26,1339.74,0.320511961722488,2025,11,Nov,2025-11
ORD000041,2025-07-16,North,Office Supplies,Pen Set,CUST0110,4,0.15,51.0,29.58,21.42,0.42000000000000004,2025,7,Jul,2025-07
ORD000042,2025-07-20,South,Technology,Monitor,CUST0006,1,0.0,280.0,202.35,77.65,0.2773214285714286,2025,7,Jul,2025-07
ORD000043,2024-08-31,West,Accessories,Headset,CUST0061,1,0.1,58.5,39.5,19.0,0.3247863247863248,2024,8,Aug,2024-08
ORD000044,2025-05-19,West,Technology,Keyboard,CUST0013,6,0.2,264.0,198.88,65.12,0.24666666666666667,2025,5,May,2025-05
ORD000045,2024-05-10,North,Technology,Keyboard,CUST0105,4,0.1,198.0,107.67,90.33,0.4562121212121212,2024,5,May,2024-05
ORD000046,2025-04-29,North,Furniture,Bookshelf,CUST0170,1,0.0,210.0,155.73,54.27,0.25842857142857145,2025,4,Apr,2025-04
ORD000047,2025-10-08,West,Accessories,USB Hub,CUST0038,3,0.0,84.0,52.6,31.4,0.3738095238095238,2025,10,Oct,2025-10
ORD000048,2024-01-21,North,Technology,Laptop,CUST0028,2,0.0,1800.0,1039.05,760.95,0.42275,2024,1,Jan,2024-01
ORD000049,2024-06-15,North,Technology,Laptop,CUST0067,5,0.05,4275.0,2881.46,1393.54,0.32597426900584797,2024,6,Jun,2024-06
ORD000050,2024-09-30,East,Furniture,Desk,CUST0147,5,0.05,1520.0,1137.63,382.37,0.2515592105263158,2024,9,Sep,2024-09
ORD000051,2025-01-22,West,Accessories,USB Hub,CUST0045,3,0.0,84.0,50.97,33.03,0.39321428571428574,2025,1,Jan,2025-01
ORD000052,2025-08-23,North,Office Supplies,Stapler,CUST0045,3,0.1,24.3,13.64,10.66,0.43868312757201644,2025,8,Aug,2025-08
ORD000053,2024-11-11,West,Accessories,Webcam,CUST0158,2,0.0,170.0,103.21,66.79,0.3928823529411765,2024,11,Nov,2024-11
ORD000054,2024-01-14,West,Accessories,Headset,CUST0013,6,0.1,351.0,206.13,144.87,0.41273504273504275,2024,1,Jan,2024-01
ORD000055,2024-08-29,East,Office Supplies,Notebook,CUST0088,8,0.05,91.2,62.46,28.74,0.3151315789473684,2024,8,Aug,2024-08
ORD000056,2024-12-11,North,Accessories,USB Hub,CUST0063,6,0.0,168.0,106.24,61.76,0.3676190476190476,2024,12,Dec,2024-12
ORD000057,2025-07-18,West,Furniture,Bookshelf,CUST0068,5,0.1,945.0,534.09,410.91,0.43482539682539684,2025,7,Jul,2025-07
ORD000058,2024-12-05,West,Furniture,Office Chair,CUST0120,1,0.1,162.0,98.81,63.19,0.3900617283950617,2024,12,Dec,2024-12
ORD000059,2024-04-01,West,Technology,Monitor,CUST0180,7,0.2,1568.0,1120.98,447.02,0.2850892857142857,2024,4,Apr,2024-04
ORD000060,2025-01-01,North,Office Supplies,Paper,CUST0179,1,0.05,7.6,4.92,2.68,0.35263157894736846,2025,1,Jan,2025-01
ORD000061,2025-03-30,South,Technology,Keyboard,CUST0099,6,0.05,313.5,239.99,73.51,0.234481658692185,2025,3,Mar,2025-03
ORD000062,2025-03-03,East,Furniture,Bookshelf,CUST0130,5,0.1,945.0,545.64,399.36,0.4226031746031746,2025,3,Mar,2025-03
ORD000063,2025-05-23,East,Office Supplies,Pen Set,CUST0092,3,0.15,38.25,29.47,8.78,0.2295424836601307,2025,5,May,2025-05
ORD000064,2024-02-04,South,Office Supplies,Paper,CUST0131,3,0.2,19.2,13.78,5.42,0.28229166666666666,2024,2,Feb,2024-02
ORD000065,2024-07-24,West,Furniture,Desk,CUST0025,7,0.1,2016.0,1153.34,862.66,0.427906746031746,2024,7,Jul,2024-07
ORD000066,2024-03-21,West,Office Supplies,Stapler,CUST0145,8,0.1,64.8,36.38,28.42,0.4385802469135803,2024,3,Mar,2024-03
ORD000067,2025-07-15,West,Technology,Printer,CUST0093,6,0.1,1188.0,623.28,564.72,0.47535353535353536,2025,7,Jul,2025-07
ORD000068,2025-01-22,West,Technology,Laptop,CUST0153,2,0.1,1620.0,1177.9,442.1,0.2729012345679013,2025,1,Jan,2025-01
ORD000069,2024-01-02,North,Technology,Keyboard,CUST0176,4,0.0,220.0,146.34,73.66,0.3348181818181818,2024,1,Jan,2024-01
ORD000070,2025-01-24,East,Furniture,Bookshelf,CUST0139,5,0.05,997.5,725.55,271.95,0.2726315789473684,2025,1,Jan,2025-01
ORD000071,2025-07-19,North,Accessories,Mouse,CUST0095,2,0.1,54.0,33.63,20.37,0.37722222222222224,2025,7,Jul,2025-07
ORD000072,2024-04-15,East,Office Supplies,Paper,CUST0011,1,0.2,6.4,4.84,1.56,0.24375,2024,4,Apr,2024-04
ORD000073,2025-04-21,North,Furniture,Conference Table,CUST0080,4,0.2,1760.0,980.41,779.59,0.44294886363636365,2025,4,Apr,2025-04
ORD000074,2025-12-03,East,Furniture,Conference Table,CUST0097,2,0.1,990.0,757.07,232.93,0.2352828282828283,2025,12,Dec,2025-12
ORD000075,2025-02-05,West,Furniture,Office Chair,CUST0150,6,0.0,1080.0,583.66,496.34,0.459574074074074,2025,2,Feb,2025-02
ORD000076,2025-12-30,East,Furniture,Desk,CUST0106,6,0.1,1728.0,1267.62,460.38,0.2664236111111111,2025,12,Dec,2025-12
ORD000077,2025-07-09,West,Technology,Laptop,CUST0006,5,0.1,4050.0,2139.26,1910.74,0.4717876543209877,2025,7,Jul,2025-07
ORD000078,2024-06-10,East,Office Supplies,Paper,CUST0092,2,0.15,13.6,10.42,3.18,0.23382352941176474,2024,6,Jun,2024-06
ORD000079,2024-07-20,East,Accessories,Headset,CUST0132,7,0.0,455.0,342.46,112.54,0.24734065934065935,2024,7,Jul,2024-07
ORD000080,2024-09-26,South,Office Supplies,Stapler,CUST0014,3,0.0,27.0,15.19,11.81,0.4374074074074074,2024,9,Sep,2024-09
ORD000081,2024-09-27,East,Technology,Monitor,CUST0122,4,0.0,1120.0,836.26,283.74,0.2533392857142857,2024,9,Sep,2024-09
ORD000082,2025-03-31,South,Furniture,Desk,CUST0032,8,0.15,2176.0,1376.86,799.14,0.3672518382352941,2025,3,Mar,2025-03
ORD000083,2025-04-06,North,Furniture,Desk,CUST0105,3,0.0,960.0,747.88,212.12,0.22095833333333334,2025,4,Apr,2025-04
ORD000084,2025-12-27,North,Furniture,Conference Table,CUST0097,3,0.0,1650.0,1037.49,612.51,0.37121818181818184,2025,12,Dec,2025-12
ORD000085,2024-09-08,West,Accessories,Mouse,CUST0037,7,0.05,199.5,147.63,51.87,0.26,2024,9,Sep,2024-09
ORD000086,2025-12-02,West,Furniture,Conference Table,CUST0096,4,0.0,2200.0,1639.94,560.06,0.25457272727272723,2025,12,Dec,2025-12
ORD000087,2024-10-22,East,Office Supplies,Stapler,CUST0164,8,0.1,64.8,43.77,21.03,0.32453703703703707,2024,10,Oct,2024-10
ORD000088,2025-12-25,West,Furniture,Desk,CUST0018,2,0.15,544.0,312.68,231.32,0.42522058823529413,2025,12,Dec,2025-12
ORD000089,2025-12-20,North,Office Supplies,Paper,CUST0087,2,0.1,14.4,10.89,3.51,0.24374999999999997,2025,12,Dec,2025-12
ORD000090,2024-12-03,West,Office Supplies,Stapler,CUST0041,7,0.05,59.85,32.2,27.65,0.4619883040935672,2024,12,Dec,2024-12
ORD000091,2024-02-22,South,Technology,Printer,CUST0130,6,0.1,1188.0,728.72,459.28,0.38659932659932655,2024,2,Feb,2024-02
ORD000092,2024-08-04,South,Technology,Laptop,CUST0005,1,0.05,855.0,635.33,219.67,0.2569239766081871,2024,8,Aug,2024-08
ORD000093,2024-07-06,East,Furniture,Conference Table,CUST0139,4,0.2,1760.0,1122.85,637.15,0.36201704545454544,2024,7,Jul,2024-07
ORD000094,2025-01-14,North,Accessories,Headset,CUST0105,2,0.05,123.5,85.71,37.79,0.30599190283400807,2025,1,Jan,2025-01
ORD000095,2025-05-07,East,Furniture,Conference Table,CUST0028,4,0.1,1980.0,1115.59,864.41,0.43657070707070705,2025,5,May,2025-05
ORD000096,2024-02-10,South,Technology,Laptop,CUST0044,4,0.05,3420.0,2529.04,890.96,0.2605146198830409,2024,2,Feb,2024-02
ORD000097,2024-06-05,West,Furniture,Bookshelf,CUST0078,4,0.1,756.0,399.84,356.16,0.47111111111111115,2024,6,Jun,2024-06
ORD000098,2024-01-15,North,Technology,Keyboard,CUST0059,2,0.0,110.0,60.69,49.31,0.44827272727272727,2024,1,Jan,2024-01
ORD000099,2024-03-05,East,Furniture,Office Chair,CUST0043,4,0.0,720.0,559.1,160.9,0.22347222222222224,2024,3,Mar,2024-03
ORD000100,2025-06-04,East,Technology,Laptop,CUST0171,1,0.1,810.0,474.74,335.26,0.41390123456790123,2025,6,Jun,2025-06
ORD000101,2024-12-09,East,Furniture,Conference Table,CUST0080,7,0.0,3850.0,2310.24,1539.76,0.3999376623376623,2024,12,Dec,2024-12
ORD000102,2024-05-08,East,Accessories,USB Hub,CUST0157,2,0.0,56.0,39.76,16.24,0.29,2024,5,May,2024-05
ORD000103,2025-10-09,West,Furniture,Office Chair,CUST0171,7,0.1,1134.0,836.79,297.21,0.2620899470899471,2025,10,Oct,2025-10
ORD000104,2025-04-16,North,Office Supplies,Stapler,CUST0076,2,0.15,15.3,10.23,5.07,0.33137254901960783,2025,4,Apr,2025-04
ORD000105,2024-03-03,East,Technology,Laptop,CUST0142,1,0.1,810.0,619.35,190.65,0.23537037037037037,2024,3,Mar,2024-03
ORD000106,2024-05-18,East,Furniture,Office Chair,CUST0063,6,0.1,972.0,758.01,213.99,0.22015432098765433,2024,5,May,2024-05
ORD000107,2025-05-13,West,Accessories,Mouse,CUST0068,5,0.1,135.0,90.1,44.9,0.3325925925925926,2025,5,May,2025-05
ORD000108,2025-08-15,South,Office Supplies,Stapler,CUST0141,6,0.05,51.3,38.7,12.6,0.2456140350877193,2025,8,Aug,2025-08
ORD000109,2025-01-26,West,Office Supplies,Paper,CUST0089,1,0.0,8.0,5.29,2.71,0.33875,2025,1,Jan,2025-01
ORD000110,2025-11-05,South,Furniture,Office Chair,CUST0093,7,0.1,1134.0,701.84,432.16,0.3810934744268078,2025,11,Nov,2025-11
ORD000111,2025-02-22,East,Furniture,Office Chair,CUST0099,3,0.0,540.0,291.08,248.92,0.46096296296296296,2025,2,Feb,2025-02
ORD000112,2024-10-15,East,Technology,Monitor,CUST0072,6,0.1,1512.0,999.45,512.55,0.3389880952380952,2024,10,Oct,2024-10
ORD000113,2025-01-13,West,Furniture,Desk,CUST0048,5,0.05,1520.0,940.65,579.35,0.3811513157894737,2025,1,Jan,2025-01
ORD000114,2025-05-04,South,Office Supplies,Pen Set,CUST0108,3,0.1,40.5,29.62,10.88,0.268641975308642,2025,5,May,2025-05
ORD000115,2024-08-18,West,Accessories,Mouse,CUST0124,3,0.0,90.0,61.95,28.05,0.31166666666666665,2024,8,Aug,2024-08
ORD000116,2024-02-10,West,Accessories,USB Hub,CUST0019,7,0.0,196.0,126.34,69.66,0.3554081632653061,2024,2,Feb,2024-02
ORD000117,2024-01-28,East,Technology,Laptop,CUST0156,5,0.05,4275.0,2564.55,1710.45,0.40010526315789474,2024,1,Jan,2024-01
ORD000118,2024-05-14,North,Office Supplies,Pen Set,CUST0132,6,0.1,81.0,47.86,33.14,0.40913580246913583,2024,5,May,2024-05
ORD000119,2024-07-19,North,Accessories,Headset,CUST0159,7,0.15,386.75,281.53,105.22,0.27206205559146734,2024,7,Jul,2024-07
ORD000120,2024-02-02,West,Office Supplies,Pen Set,CUST0118,5,0.05,71.25,54.89,16.36,0.2296140350877193,2024,2,Feb,2024-02
ORD000121,2024-02-17,South,Accessories,Mouse,CUST0119,5,0.1,135.0,103.59,31.41,0.23266666666666666,2024,2,Feb,2024-02
ORD000122,2025-05-17,West,Office Supplies,Notebook,CUST0122,1,0.1,10.8,7.43,3.37,0.312037037037037,2025,5,May,2025-05
ORD000123,2025-02-10,West,Furniture,Desk,CUST0068,8,0.1,2304.0,1351.22,952.78,0.4135329861111111,2025,2,Feb,2025-02
ORD000124,2025-07-27,West,Technology,Keyboard,CUST0164,7,0.1,346.5,188.79,157.71,0.4551515151515152,2025,7,Jul,2025-07
ORD000125,2025-12-28,East,Technology,Keyboard,CUST0161,7,0.0,385.0,287.21,97.79,0.254,2025,12,Dec,2025-12
ORD000126,2024-04-08,North,Technology,Laptop,CUST0160,5,0.1,4050.0,2745.27,1304.73,0.3221555555555556,2024,4,Apr,2024-04
ORD000127,2025-11-14,South,Office Supplies,Notebook,CUST0064,5,0.0,60.0,33.41,26.59,0.44316666666666665,2025,11,Nov,2025-11
ORD000128,2025-12-26,East,Technology,Laptop,CUST0024,2,0.05,1710.0,1208.24,501.76,0.2934269005847953,2025,12,Dec,2025-12
ORD000129,2025-06-30,East,Technology,Keyboard,CUST0036,6,0.1,297.0,175.61,121.39,0.4087205387205387,2025,6,Jun,2025-06
ORD000130,2025-09-04,East,Technology,Laptop,CUST0169,1,0.05,855.0,494.99,360.01,0.4210643274853801,2025,9,Sep,2025-09
ORD000131,2025-04-06,East,Office Supplies,Notebook,CUST0160,2,0.1,21.6,11.62,9.98,0.462037037037037,2025,4,Apr,2025-04
ORD000132,2025-10-04,East,Office Supplies,Stapler,CUST0003,3,0.1,24.3,14.69,9.61,0.39547325102880654,2025,10,Oct,2025-10
ORD000133,2024-01-05,West,Technology,Monitor,CUST0030,2,0.05,532.0,414.33,117.67,0.2211842105263158,2024,1,Jan,2024-01
ORD000134,2024-08-05,East,Furniture,Desk,CUST0047,4,0.2,1024.0,701.53,322.47,0.314912109375,2024,8,Aug,2024-08
ORD000135,2025-05-17,South,Technology,Printer,CUST0145,6,0.05,1254.0,898.62,355.38,0.28339712918660287,2025,5,May,2025-05
ORD000136,2025-02-01,West,Furniture,Conference Table,CUST0115,8,0.05,4180.0,2303.83,1876.17,0.44884449760765555,2025,2,Feb,2025-02
ORD000137,2025-01-27,West,Technology,Laptop,CUST0149,8,0.1,6480.0,4788.26,1691.74,0.26107098765432096,2025,1,Jan,2025-01
ORD000138,2024-07-25,North,Technology,Monitor,CUST0038,7,0.15,1666.0,1129.89,536.11,0.32179471788715486,2024,7,Jul,2024-07
ORD000139,2024-01-15,North,Technology,Laptop,CUST0105,1,0.0,900.0,547.95,352.05,0.39116666666666666,2024,1,Jan,2024-01
ORD000140,2025-07-07,North,Technology,Keyboard,CUST0151,1,0.05,52.25,32.56,19.69,0.3768421052631579,2025,7,Jul,2025-07
ORD000141,2025-04-05,East,Accessories,Headset,CUST0060,3,0.1,175.5,117.48,58.02,0.3305982905982906,2025,4,Apr,2025-04
ORD000142,2025-11-21,South,Accessories,Headset,CUST0035,1,0.0,65.0,47.61,17.39,0.26753846153846156,2025,11,Nov,2025-11
ORD000143,2025-07-28,West,Office Supplies,Stapler,CUST0014,6,0.0,54.0,31.06,22.94,0.4248148148148148,2025,7,Jul,2025-07
ORD000144,2024-08-28,North,Technology,Laptop,CUST0020,3,0.1,2430.0,1482.27,947.73,0.39001234567901233,2024,8,Aug,2024-08
ORD000145,2025-07-17,West,Office Supplies,Stapler,CUST0095,1,0.05,8.55,5.14,3.41,0.39883040935672515,2025,7,Jul,2025-07
ORD000146,2024-04-05,West,Furniture,Desk,CUST0169,6,0.0,1920.0,1249.28,670.72,0.34933333333333333,2024,4,Apr,2024-04
ORD000147,2025-04-29,South,Accessories,Mouse,CUST0079,8,0.05,228.0,148.56,79.44,0.34842105263157896,2025,4,Apr,2025-04
ORD000148,2025-02-10,West,Accessories,USB Hub,CUST0078,8,0.05,212.8,127.91,84.89,0.3989191729323308,2025,2,Feb,2025-02
ORD000149,2024-08-18,North,Accessories,Mouse,CUST0130,6,0.0,180.0,94.43,85.57,0.47538888888888886,2024,8,Aug,2024-08
ORD000150,2025-10-16,South,Office Supplies,Paper,CUST0130,5,0.1,36.0,23.02,12.98,0.3605555555555556,2025,10,Oct,2025-10
ORD000151,2024-06-19,North,Furniture,Desk,CUST0137,8,0.05,2432.0,1536.75,895.25,0.36811266447368424,2024,6,Jun,2024-06
ORD000152,2025-06-24,West,Technology,Laptop,CUST0097,6,0.0,5400.0,3779.79,1620.21,0.3000388888888889,2025,6,Jun,2025-06
ORD000153,2024-02-05,North,Furniture,Bookshelf,CUST0052,5,0.1,945.0,566.65,378.35,0.4003703703703704,2024,2,Feb,2024-02
ORD000154,2025-06-08,South,Office Supplies,Stapler,CUST0007,7,0.1,56.7,35.45,21.25,0.3747795414462081,2025,6,Jun,2025-06
ORD000155,2024-06-08,West,Furniture,Desk,CUST0130,5,0.05,1520.0,1171.3,348.7,0.2294078947368421,2024,6,Jun,2024-06
ORD000156,2025-11-29,North,Technology,Laptop,CUST0120,7,0.1,5670.0,3952.29,1717.71,0.30294708994708996,2025,11,Nov,2025-11
ORD000157,2024-08-30,South,Office Supplies,Notebook,CUST0082,2,0.0,24.0,18.57,5.43,0.22624999999999998,2024,8,Aug,2024-08
ORD000158,2024-03-26,South,Technology,Printer,CUST0149,3,0.05,627.0,431.37,195.63,0.3120095693779904,2024,3,Mar,2024-03
ORD000159,2025-07-31,North,Accessories,Webcam,CUST0082,6,0.0,510.0,308.25,201.75,0.39558823529411763,2025,7,Jul,2025-07
ORD000160,2025-11-12,East,Furniture,Office Chair,CUST0141,5,0.05,855.0,619.11,235.89,0.27589473684210525,2025,11,Nov,2025-11
ORD000161,2025-07-10,West,Technology,Printer,CUST0048,1,0.15,187.0,136.57,50.43,0.2696791443850267,2025,7,Jul,2025-07
ORD000162,2025-07-27,West,Technology,Monitor,CUST0034,8,0.15,1904.0,1218.53,685.47,0.36001575630252103,2025,7,Jul,2025-07
ORD000163,2025-10-07,East,Furniture,Desk,CUST0173,7,0.15,1904.0,1213.15,690.85,0.36284138655462184,2025,10,Oct,2025-10
ORD000164,2024-01-28,West,Technology,Printer,CUST0087,7,0.1,1386.0,735.74,650.26,0.46916305916305917,2024,1,Jan,2024-01
ORD000165,2025-09-11,West,Office Supplies,Notebook,CUST0021,3,0.0,36.0,27.67,8.33,0.2313888888888889,2025,9,Sep,2025-09
ORD000166,2025-07-09,South,Furniture,Bookshelf,CUST0028,3,0.2,504.0,385.56,118.44,0.235,2025,7,Jul,2025-07
ORD000167,2024-12-05,North,Furniture,Desk,CUST0138,6,0.15,1632.0,877.8,754.2,0.4621323529411765,2024,12,Dec,2024-12
ORD000168,2024-11-26,East,Technology,Printer,CUST0153,1,0.05,209.0,150.48,58.52,0.28,2024,11,Nov,2024-11
ORD000169,2025-10-01,North,Accessories,Webcam,CUST0105,1,0.05,80.75,47.46,33.29,0.41226006191950465,2025,10,Oct,2025-10
ORD000170,2025-05-20,South,Office Supplies,Stapler,CUST0140,7,0.2,50.4,36.67,13.73,0.27242063492063495,2025,5,May,2025-05
ORD000171,2024-12-13,East,Furniture,Desk,CUST0032,5,0.15,1360.0,891.34,468.66,0.3446029411764706,2024,12,Dec,2024-12
ORD000172,2025-04-17,North,Office Supplies,Paper,CUST0153,1,0.15,6.8,3.93,2.87,0.42205882352941176,2025,4,Apr,2025-04
ORD000173,2024-08-18,South,Furniture,Desk,CUST0172,1,0.0,320.0,189.18,130.82,0.40881249999999997,2024,8,Aug,2024-08
ORD000174,2024-07-08,North,Technology,Monitor,CUST0119,5,0.05,1330.0,973.75,356.25,0.26785714285714285,2024,7,Jul,2024-07
ORD000175,2024-08-12,West,Accessories,USB Hub,CUST0126,2,0.1,50.4,29.1,21.3,0.42261904761904767,2024,8,Aug,2024-08
ORD000176,2025-01-19,East,Accessories,USB Hub,CUST0086,7,0.1,176.4,99.87,76.53,0.43384353741496595,2025,1,Jan,2025-01
ORD000177,2025-01-11,West,Office Supplies,Notebook,CUST0180,5,0.1,54.0,29.6,24.4,0.45185185185185184,2025,1,Jan,2025-01
ORD000178,2024-10-09,South,Accessories,Webcam,CUST0171,7,0.15,505.75,359.35,146.4,0.28947108255066734,2024,10,Oct,2024-10
ORD000179,2025-09-24,South,Office Supplies,Notebook,CUST0030,7,0.0,84.0,46.99,37.01,0.4405952380952381,2025,9,Sep,2025-09
ORD000180,2025-09-19,West,Accessories,Webcam,CUST0144,5,0.0,425.0,272.0,153.0,0.36,2025,9,Sep,2025-09
ORD000181,2024-09-15,East,Accessories,USB Hub,CUST0064,1,0.05,26.6,15.17,11.43,0.4296992481203007,2024,9,Sep,2024-09
ORD000182,2024-12-24,South,Accessories,Webcam,CUST0155,5,0.1,382.5,260.16,122.34,0.319843137254902,2024,12,Dec,2024-12
ORD000183,2025-12-10,West,Office Supplies,Pen Set,CUST0058,4,0.1,54.0,39.99,14.01,0.2594444444444444,2025,12,Dec,2025-12
ORD000184,2025-03-31,North,Technology,Laptop,CUST0075,1,0.2,720.0,443.28,276.72,0.38433333333333336,2025,3,Mar,2025-03
ORD000185,2025-02-14,South,Office Supplies,Paper,CUST0111,8,0.1,57.6,31.82,25.78,0.44756944444444446,2025,2,Feb,2025-02
ORD000186,2025-10-10,West,Furniture,Conference Table,CUST0054,6,0.1,2970.0,1846.74,1123.26,0.3782020202020202,2025,10,Oct,2025-10
ORD000187,2024-11-13,North,Office Supplies,Notebook,CUST0020,6,0.05,68.4,49.69,18.71,0.2735380116959064,2024,11,Nov,2024-11
ORD000188,2025-11-07,South,Furniture,Bookshelf,CUST0055,6,0.1,1134.0,620.38,513.62,0.45292768959435625,2025,11,Nov,2025-11
ORD000189,2024-08-12,East,Office Supplies,Pen Set,CUST0060,2,0.1,27.0,18.27,8.73,0.32333333333333336,2024,8,Aug,2024-08
ORD000190,2024-08-21,North,Furniture,Bookshelf,CUST0058,6,0.1,1134.0,809.61,324.39,0.28605820105820107,2024,8,Aug,2024-08
